YEAR_BUILT,ASSESSCLAS,BLDG_DESC,BLDG_FEET,GARAGE,FIREPLACE,BASEMENT,BSMTDEVL,ASSESSMENT,LATITUDE,LONGITUDE,age
1989.0,Residential,2 Storey & Basement,2202,Y,Y,Y,Y,537000,53.5373924074,-113.2650123634,29.0
1972.0,Residential,Split Entry,1180,N,Y,Y,Y,336000,53.5408826764,-113.28729592459999,46.0
1989.0,Residential,2 Storey & Basement,1833,Y,Y,Y,Y,458000,53.539432714600004,-113.2701107301,29.0
1986.0,Residential,2 Storey & Basement,1801,Y,Y,Y,Y,453000,53.538539997,-113.25638136299999,32.0
2003.0,Residential,2 Storey & Basement,1282,Y,N,Y,N,341000,53.5452380503,-113.2999493177,15.0
1970.0,Residential,1 Storey & Basement,1144,Y,Y,Y,Y,372000,53.5158312525,-113.2906305219,48.0
1964.0,Residential,1 Storey & Basement,1013,N,N,Y,Y,306000,53.5236527955,-113.29132568819999,54.0
1992.0,Residential,Split Entry,1631,Y,Y,Y,Y,477000,53.533768289499996,-113.27092606549999,26.0
1986.0,Residential,1 Storey & Basement,1600,Y,N,Y,Y,439000,53.539281165,-113.2528847907,32.0
1973.0,Residential,1 Storey & Basement,1206,Y,N,Y,Y,364000,53.5377390449,-113.2745770382,45.0
1987.0,Residential,1 Storey & Basement,1621,Y,Y,Y,Y,531000,53.52564662020001,-113.2779466111,31.0
1996.0,Residential,1 Storey & Basement,1825,Y,Y,Y,Y,679000,53.5058298672,-113.28722729360001,22.0
1988.0,Residential,2 Storey & Basement,2066,Y,Y,Y,Y,488000,53.5353610756,-113.26555241930001,30.0
1986.0,Residential,Split Level & Crawl Space,1498,Y,Y,Y,Y,446000,53.5387519641,-113.2649586363,32.0
1989.0,Residential,2 Storey & Basement,2439,Y,Y,Y,Y,615000,53.5372144289,-113.2709856266,29.0
1972.0,Residential,Split Level & Crawl Space,1076,Y,Y,Y,Y,365000,53.54088268140001,-113.2870338523,46.0
1972.0,Residential,1 Storey & Basement,1240,Y,Y,Y,Y,373000,53.529882384,-113.2776787099,46.0
1971.0,Residential,1 Storey & Basement,1271,Y,N,Y,Y,379000,53.534406448199995,-113.2943717758,47.0
1964.0,Residential,1 Storey & Basement,917,Y,Y,Y,Y,312000,53.5219762237,-113.29030464809999,54.0
1972.0,Residential,1 Storey & Basement,1159,Y,Y,Y,Y,384000,53.5378662242,-113.27266528790001,46.0
1972.0,Residential,1 Storey & Basement,1202,Y,Y,Y,Y,363000,53.5361448139,-113.294092478,46.0
1972.0,Residential,1 Storey & Basement,1171,N,N,Y,Y,351000,53.5396213462,-113.2810802144,46.0
1986.0,Residential,2 Storey & Basement,2248,Y,Y,Y,Y,490000,53.5404280321,-113.2670384998,32.0
1972.0,Residential,Split Level,1026,N,N,Y,Y,338000,53.532060808900006,-113.2882574742,46.0
1986.0,Residential,2 Storey & Basement,2749,Y,Y,Y,Y,621000,53.5243814488,-113.2754622296,32.0
1971.0,Residential,1 Storey & Basement,960,Y,Y,Y,Y,331000,53.5131360157,-113.292428084,47.0
1988.0,Residential,2 Storey & Basement,1919,Y,Y,Y,Y,497000,53.538536120100005,-113.2696075476,30.0
1989.0,Residential,Split Level & Crawl Space,1278,Y,Y,Y,Y,417000,53.536633808400005,-113.252240997,29.0
1970.0,Residential,1 Storey & Basement,1119,Y,N,Y,N,359000,53.512607311800004,-113.2928153931,48.0
1998.0,Residential,1 Storey & Basement,2150,Y,Y,Y,Y,844000,53.5057514243,-113.2879721995,20.0
1972.0,Residential,1 Storey & Basement,1163,Y,Y,Y,Y,376000,53.5176999581,-113.2860320434,46.0
1986.0,Residential,2 Storey & Basement,1979,Y,Y,Y,Y,446000,53.5253742984,-113.27132247950001,32.0
1989.0,Residential,2 Storey & Basement,2253,Y,Y,Y,Y,548000,53.5393238893,-113.25152255440001,29.0
1990.0,Residential,2 Storey & Basement,2169,Y,Y,Y,N,509000,53.526566181999996,-113.2821290549,28.0
1990.0,Residential,2 Storey & Basement,2190,Y,Y,Y,N,478000,53.537522436,-113.25351269629999,28.0
1972.0,Residential,1 Storey & Basement,1325,N,Y,Y,Y,360000,53.5350102068,-113.2877039064,46.0
1972.0,Residential,2 Storey & Basement,2514,Y,Y,Y,Y,498000,53.5288441561,-113.2800017356,46.0
1972.0,Residential,1 Storey & Basement,1285,N,Y,Y,Y,395000,53.531844533999994,-113.2822144149,46.0
1989.0,Residential,1 Storey & Basement,1629,Y,Y,Y,Y,537000,53.5373940996,-113.2709887505,29.0
1973.0,Residential,1 Storey & Basement,1285,Y,Y,Y,Y,376000,53.5360483871,-113.28646743280001,45.0
1989.0,Residential,2 Storey & Basement,2223,Y,Y,Y,Y,566000,53.5226918835,-113.2732234585,29.0
2003.0,Residential,2 Storey & Basement,1365,Y,Y,Y,N,366000,53.544974071599995,-113.299518191,15.0
1986.0,Residential,1 Storey & Basement,1777,Y,Y,Y,Y,495000,53.5400429695,-113.2641848071,32.0
1987.0,Residential,Split Level & Crawl Space,1277,Y,Y,Y,N,438000,53.5382723878,-113.26471060540001,31.0
1991.0,Residential,1 Storey & Basement,2016,Y,Y,Y,Y,705000,53.5142091883,-113.25836058440001,27.0
1970.0,Residential,1 Storey & Basement,1028,Y,N,Y,Y,333000,53.512621788500006,-113.2892545169,48.0
1986.0,Residential,2 Storey & Basement,1871,Y,Y,Y,Y,490000,53.539365974,-113.2649631749,32.0
1972.0,Residential,1 Storey & Basement,1340,N,Y,Y,Y,364000,53.5384712673,-113.2816411461,46.0
1973.0,Residential,1 Storey & Basement,1340,Y,Y,Y,Y,380000,53.53010787109999,-113.2721486069,45.0
1990.0,Residential,2 Storey & Basement,1968,Y,Y,Y,Y,475000,53.5247974246,-113.2827133442,28.0
1988.0,Residential,2 Storey & Basement,2168,Y,Y,Y,Y,529000,53.537253095,-113.26566101979999,30.0
1988.0,Residential,Split Level & Crawl Space,1319,Y,N,Y,Y,419000,53.5351382919,-113.2646408431,30.0
1972.0,Residential,1 Storey & Basement,1224,Y,Y,Y,Y,414000,53.534998524399995,-113.2859221286,46.0
1990.0,Residential,Split Level & Crawl Space,1767,Y,Y,Y,Y,483000,53.525970122299995,-113.28307037,28.0
1990.0,Residential,2 Storey & Basement,2073,Y,Y,Y,Y,487000,53.5374105196,-113.25037070440001,28.0
1972.0,Residential,Split Entry,1025,Y,Y,Y,Y,328000,53.533880467299994,-113.2807158308,46.0
1988.0,Residential,2 Storey & Basement,2223,Y,Y,Y,Y,501000,53.5390026997,-113.25203992690001,30.0
1972.0,Residential,1 Storey & Basement,1039,Y,N,Y,Y,370000,53.540104256599996,-113.2904304824,46.0
1986.0,Residential,Split Entry & Bonus Upper,2558,Y,Y,Y,Y,753000,53.540517969,-113.2534086058,32.0
1989.0,Residential,Split Level & Crawl Space,1736,Y,Y,Y,Y,475000,53.5379499257,-113.25426914309999,29.0
1985.0,Residential,Split Level,1225,Y,Y,N,N,406000,53.539974603500006,-113.2565516581,33.0
1990.0,Residential,2 Storey & Basement,1973,Y,Y,Y,Y,480000,53.5405094385,-113.2705816826,28.0
1972.0,Residential,1 Storey & Basement,1283,Y,Y,Y,Y,371000,53.5289275728,-113.2762880233,46.0
1990.0,Residential,2 Storey & Basement,2108,Y,Y,Y,N,488000,53.5258840924,-113.2822929353,28.0
1973.0,Residential,1 Storey & Basement,1307,Y,Y,Y,Y,358000,53.5318477083,-113.2766312091,45.0
1963.0,Residential,1 Storey & Basement,1122,Y,N,Y,Y,328000,53.521811452600005,-113.2907842144,55.0
1999.0,Residential,1 Storey & Bonus Upper,3224,Y,Y,Y,Y,1255000,53.505936526999996,-113.28607409780001,19.0
1972.0,Residential,1 Storey & Basement,1189,Y,Y,Y,Y,381000,53.537566706099994,-113.2882591815,46.0
1971.0,Residential,1 Storey & Basement,1210,N,Y,Y,Y,338000,53.5126206212,-113.2884964198,47.0
1987.0,Residential,Split Level & Crawl Space,1502,Y,Y,Y,N,460000,53.524519715699995,-113.275251629,31.0
1987.0,Residential,Split Level & Crawl Space,1404,Y,Y,Y,Y,413000,53.5390902643,-113.25659992899999,31.0
1973.0,Residential,Split Entry,1186,Y,Y,Y,Y,326000,53.528200603100004,-113.283375229,45.0
1966.0,Residential,1 Storey & Basement,1042,Y,Y,Y,Y,363000,53.522473248199994,-113.2906193134,52.0
1990.0,Residential,2 Storey & Basement,2223,Y,Y,Y,Y,600000,53.522757871,-113.27315892889999,28.0
1972.0,Residential,2 Storey & Basement,1464,Y,N,Y,Y,354000,53.534028177299994,-113.2808004647,46.0
1990.0,Residential,Split Level & Crawl Space,1392,Y,Y,Y,N,440000,53.5334769842,-113.26950401290001,28.0
1972.0,Residential,1 Storey & Basement,1119,Y,N,Y,Y,345000,53.5408826603,-113.2883442032,46.0
1986.0,Residential,2 Storey & Basement,1893,Y,Y,Y,Y,446000,53.538331714399995,-113.2572415449,32.0
1989.0,Residential,2 Storey & Basement,2468,Y,Y,Y,Y,531000,53.5362514296,-113.2636909763,29.0
1972.0,Residential,1 Storey & Basement,1257,Y,N,Y,N,366000,53.53054714859999,-113.27825117540002,46.0
1972.0,Residential,1 Storey & Basement,1119,Y,Y,Y,Y,366000,53.516292027,-113.2867025166,46.0
1973.0,Residential,1 Storey & Basement,1253,Y,Y,Y,Y,381000,53.540324034799994,-113.2757382401,45.0
1972.0,Residential,1 Storey & Basement,1189,Y,Y,Y,Y,409000,53.5358160147,-113.29382389620001,46.0
1987.0,Residential,2 Storey & Basement,2062,Y,Y,Y,Y,458000,53.5251002812,-113.2713226357,31.0
1970.0,Residential,1 Storey & Basement,1179,Y,N,Y,Y,367000,53.5163930622,-113.2920548556,48.0
1973.0,Residential,1 Storey & Basement,1062,Y,N,Y,Y,358000,53.532783176,-113.274876496,45.0
1988.0,Residential,2 Storey & Basement,2428,Y,Y,Y,Y,547000,53.540864626499996,-113.251303612,30.0
1988.0,Residential,2 Storey & Basement,1804,Y,Y,Y,Y,464000,53.539818823699996,-113.26496712,30.0
1976.0,Residential,1 Storey & Basement,1219,Y,N,Y,Y,375000,53.5400460908,-113.2937232711,42.0
1990.0,Residential,2 Storey & Basement,2084,Y,Y,Y,Y,483000,53.5347509354,-113.2685593429,28.0
1973.0,Residential,1 Storey & Basement,1210,Y,Y,Y,Y,406000,53.5324592103,-113.2774232484,45.0
1970.0,Residential,1 Storey & Basement,1179,Y,N,Y,Y,378000,53.5185113977,-113.29259245440001,48.0
1970.0,Residential,Split Entry,1187,N,N,Y,Y,334000,53.5188414626,-113.2941078531,48.0
1987.0,Residential,Split Level & Crawl Space,1232,Y,Y,Y,Y,414000,53.538920186800006,-113.2640857048,31.0
1992.0,Residential,2 Storey & Basement,2239,Y,Y,Y,Y,537000,53.5150315993,-113.2572791339,26.0
1987.0,Residential,2 Storey & Basement,2190,Y,Y,Y,Y,506000,53.525368908100006,-113.27734646110001,31.0
1986.0,Residential,1 Storey & Basement,1860,Y,Y,Y,Y,504000,53.537076563599996,-113.25626212510001,32.0
1986.0,Residential,2 Storey & Basement,2359,Y,Y,Y,Y,536000,53.538137209700004,-113.26629588629999,32.0
1972.0,Residential,1 Storey & Basement,1127,Y,Y,Y,Y,378000,53.5152601478,-113.28323889,46.0
1985.0,Residential,Split Level,1443,Y,Y,N,N,428000,53.526084321599996,-113.27245664889999,33.0
1988.0,Residential,2 Storey & Basement,4638,Y,Y,Y,Y,1166000,53.508825285,-113.2917336025,30.0
1987.0,Residential,2 Storey & Basement,3249,Y,Y,Y,Y,688000,53.538766661800004,-113.25350785219999,31.0
1970.0,Residential,1 Storey & Basement,1089,Y,N,Y,Y,372000,53.5179708658,-113.29292607040001,48.0
1973.0,Residential,1 Storey & Basement,989,Y,N,Y,Y,362000,53.5351477315,-113.2784306843,45.0
1986.0,Residential,1 Storey & Basement,1652,Y,Y,Y,Y,491000,53.5376394474,-113.25827726899999,32.0
1990.0,Residential,Split Level,1270,Y,Y,Y,N,408000,53.5343389171,-113.26696001090001,28.0
2003.0,Residential,2 Storey & Basement,1345,Y,Y,Y,N,362000,53.544760233000005,-113.29953630799999,15.0
1966.0,Residential,1 Storey & Basement,960,Y,N,Y,Y,323000,53.523989325200006,-113.2849838041,52.0
1973.0,Residential,1 Storey & Basement,1348,Y,N,Y,Y,383000,53.5343162819,-113.2729124269,45.0
2003.0,Residential,2 Storey & Basement,1312,Y,Y,Y,N,352000,53.5456196183,-113.30015600520001,15.0
1965.0,Residential,1 Storey & Basement,974,Y,N,Y,Y,329000,53.5204920757,-113.2854817007,53.0
1985.0,Residential,2 Storey & Basement,2491,Y,Y,Y,Y,534000,53.5247644845,-113.2737422992,33.0
1990.0,Residential,Split Entry,1367,Y,Y,Y,Y,389000,53.537744806999996,-113.25255126229999,28.0
1988.0,Residential,2 Storey & Basement,2141,Y,Y,Y,Y,657000,53.5102909142,-113.29194366879999,30.0
1973.0,Residential,Split Entry,1156,Y,Y,Y,Y,360000,53.5291487186,-113.27287078020001,45.0
1972.0,Residential,2 Storey & Basement,1869,Y,Y,Y,Y,415000,53.532787976899996,-113.27753713930001,46.0
1987.0,Residential,2 Storey & Basement,2111,Y,Y,Y,Y,501000,53.540590366,-113.25195137909999,31.0
1972.0,Residential,1 Storey & Basement,1138,Y,N,Y,Y,378000,53.53907402310001,-113.2870189533,46.0
1972.0,Residential,1 Storey & Basement,1424,Y,Y,Y,Y,407000,53.5370169399,-113.2909232899,46.0
2003.0,Residential,2 Storey & Basement,1430,Y,Y,Y,Y,399000,53.5458510421,-113.2989460956,15.0
1987.0,Residential,Split Entry & Bonus Upper,1905,Y,Y,Y,Y,546000,53.540752767,-113.252886463,31.0
1989.0,Residential,Split Level & Crawl Space,2017,Y,Y,Y,Y,511000,53.5355690715,-113.26723166209999,29.0
1987.0,Residential,1 Storey & Basement,2384,Y,Y,Y,Y,671000,53.5392193458,-113.2687791468,31.0
1970.0,Residential,1 Storey & Basement,960,Y,N,Y,Y,358000,53.5141552214,-113.29297651819999,48.0
1974.0,Residential,1 Storey & Basement,1287,Y,Y,Y,Y,374000,53.540211409899996,-113.29344620190001,44.0
1990.0,Residential,2 Storey & Basement,2238,Y,Y,Y,Y,535000,53.515088314399996,-113.2583066759,28.0
1986.0,Residential,1 Storey & Basement,2325,Y,Y,Y,Y,618000,53.52319820859999,-113.2754988908,32.0
1990.0,Residential,2 Storey & Basement,2154,Y,Y,Y,N,482000,53.5235734604,-113.277695298,28.0
1990.0,Residential,Split Level & Crawl Space,1388,Y,Y,Y,Y,438000,53.5342830492,-113.2690383427,28.0
1989.0,Residential,2 Storey & Basement,2264,Y,Y,Y,Y,483000,53.534596093199994,-113.2675824032,29.0
2003.0,Residential,2 Storey & Basement,1465,N,Y,Y,N,369000,53.5456442189,-113.29979695850001,15.0
1988.0,Residential,2 Storey & Basement,2032,Y,Y,Y,Y,452000,53.5375794671,-113.2563686931,30.0
1998.0,Residential,2 Storey & Basement,1452,Y,Y,Y,Y,391000,53.546796224,-113.2989067533,20.0
1973.0,Residential,1 Storey & Basement,1202,Y,Y,Y,Y,385000,53.5399954331,-113.2755778967,45.0
1970.0,Residential,1 Storey & Basement,1039,Y,N,Y,Y,366000,53.5131308923,-113.2890518774,48.0
1973.0,Residential,1 Storey & Basement,1171,Y,Y,Y,Y,367000,53.5265647318,-113.2741737453,45.0
1990.0,Residential,2 Storey & Basement,2193,Y,Y,Y,Y,488000,53.540478756599995,-113.2487545282,28.0
1967.0,Residential,1 Storey & Basement,1042,Y,N,Y,Y,347000,53.521772657,-113.2866928361,51.0
1973.0,Residential,1 Storey & Basement,1171,Y,Y,Y,Y,371000,53.5347875828,-113.27457546129999,45.0
2003.0,Residential,2 Storey & Basement,1302,Y,Y,Y,N,375000,53.5460191681,-113.2995312538,15.0
1987.0,Residential,Split Level,1204,Y,Y,Y,N,377000,53.5379629326,-113.25547385809999,31.0
1973.0,Residential,1 Storey & Basement,1203,Y,Y,Y,Y,355000,53.5343162819,-113.2729124269,45.0
1971.0,Residential,1 Storey & Basement,1119,Y,Y,Y,Y,343000,53.5188480792,-113.2841147868,47.0
1986.0,Residential,Split Entry,1604,Y,Y,Y,Y,460000,53.5380125437,-113.26355940370001,32.0
1990.0,Residential,2 Storey & Basement,2357,Y,Y,Y,Y,744000,53.510902675699995,-113.29308328459999,28.0
1991.0,Residential,Split Level,1329,Y,Y,Y,Y,446000,53.522833670299995,-113.2714205725,27.0
1988.0,Residential,1 Storey & Basement,1873,Y,Y,Y,Y,540000,53.5394259013,-113.25204039629999,30.0
1987.0,Residential,2 Storey & Basement,2955,Y,Y,Y,Y,660000,53.5251026319,-113.279720876,31.0
1972.0,Residential,1 Storey & Basement,989,N,N,Y,Y,313000,53.539566593900005,-113.28187918129998,46.0
1974.0,Residential,1 Storey & Basement,1189,Y,N,Y,Y,379000,53.5278576942,-113.2845160206,44.0
1987.0,Residential,2 Storey & Basement,2019,Y,Y,Y,Y,498000,53.539957647600005,-113.2562738913,31.0
1972.0,Residential,1 Storey & Basement,1206,Y,N,Y,Y,367000,53.5378103853,-113.29519240209999,46.0
1972.0,Residential,Split Entry,1039,Y,Y,Y,Y,339000,53.535036913199995,-113.2951978933,46.0
1990.0,Residential,Split Level & Crawl Space,1540,Y,Y,Y,Y,445000,53.5366473084,-113.2511088825,28.0
1990.0,Residential,2 Storey & Basement,2191,Y,Y,Y,Y,565000,53.5254285882,-113.2812488477,28.0
1972.0,Residential,1 Storey & Basement,1154,Y,N,Y,Y,347000,53.5408826349,-113.2893918604,46.0
1990.0,Residential,2 Storey & Basement,2233,Y,Y,Y,Y,504000,53.535351821999996,-113.2692702774,28.0
1988.0,Residential,Split Entry,1215,Y,Y,Y,Y,410000,53.5375429259,-113.2566399929,30.0
1973.0,Residential,Split Level & Crawl Space,1151,Y,Y,Y,N,420000,53.5385464103,-113.2743191027,45.0
1985.0,Residential,Split Level & Crawl Space,1455,Y,Y,Y,Y,471000,53.5389068569,-113.25723127879999,33.0
1987.0,Residential,1 Storey & Basement,1246,Y,Y,Y,Y,390000,53.540948846099994,-113.2649794519,31.0
1989.0,Residential,1 Storey & Basement,1785,Y,Y,Y,Y,529000,53.5347008579,-113.26389181520001,29.0
1987.0,Residential,1 Storey & Basement,1641,Y,Y,Y,Y,544000,53.5388149185,-113.2528842441,31.0
1972.0,Residential,1 Storey & Bonus Upper,1729,N,Y,Y,Y,391000,53.5179937958,-113.28367766129999,46.0
1974.0,Residential,1 Storey & Basement,1154,Y,Y,Y,Y,379000,53.5278563205,-113.2869194735,44.0
1972.0,Residential,1 Storey & Basement,1189,Y,N,Y,Y,366000,53.528205980600006,-113.27783709139999,46.0
1972.0,Residential,Split Level & Crawl Space,1076,Y,Y,Y,Y,398000,53.5396779083,-113.28758063209999,46.0
1989.0,Residential,2 Storey & Basement,2206,Y,Y,Y,Y,531000,53.5385228169,-113.2698578283,29.0
1990.0,Residential,2 Storey & Basement,2226,Y,Y,Y,N,482000,53.539841791899995,-113.27023205959999,28.0
1973.0,Residential,1 Storey & Basement,1304,Y,Y,Y,Y,370000,53.5265645544,-113.27337428969999,45.0
1986.0,Residential,2 Storey & Basement,2046,Y,Y,Y,Y,519000,53.5248585599,-113.27835913850001,32.0
1990.0,Residential,2 Storey & Basement,2903,Y,Y,Y,Y,857000,53.5059334555,-113.28487076200001,28.0
1990.0,Residential,1 Storey & Basement,1556,Y,Y,Y,Y,464000,53.5348154657,-113.270469776,28.0
1969.0,Residential,Split Entry,1157,Y,Y,Y,Y,373000,53.5265745504,-113.28939296959999,49.0
1971.0,Residential,1 Storey & Basement,1119,Y,Y,Y,Y,347000,53.5157983447,-113.2871802587,47.0
1991.0,Residential,2 Storey & Basement,2595,Y,Y,Y,Y,747000,53.505968524,-113.28858110280001,27.0
1966.0,Residential,1 Storey & Basement,960,Y,Y,Y,Y,338000,53.5235734151,-113.2887332382,52.0
1973.0,Residential,1 Storey & Basement,1465,Y,Y,Y,Y,395000,53.538972405200006,-113.2726317829,45.0
1963.0,Residential,1 Storey & Basement,1170,N,N,Y,Y,339000,53.5213310162,-113.2930809017,55.0
1973.0,Residential,1 Storey & Basement,1628,Y,Y,Y,Y,446000,53.526956866199995,-113.28019082709999,45.0
1990.0,Residential,2 Storey & Basement,2171,Y,Y,Y,Y,503000,53.5375040381,-113.2695362494,28.0
1989.0,Residential,2 Storey & Basement,2028,Y,Y,Y,Y,459000,53.53396255,-113.2677089131,29.0
1990.0,Residential,2 Storey & Basement,2156,Y,Y,Y,N,507000,53.526566181999996,-113.2821290549,28.0
1986.0,Residential,1 Storey & Basement,1791,Y,Y,Y,Y,595000,53.538423753500005,-113.2543744099,32.0
1973.0,Residential,1 Storey & Basement,1161,Y,Y,Y,Y,398000,53.5285042501,-113.2825657115,45.0
1989.0,Residential,2 Storey & Basement,3057,Y,Y,Y,Y,890000,53.5103282997,-113.2934338691,29.0
1986.0,Residential,Split Level,1206,Y,Y,Y,Y,367000,53.540948880100004,-113.26523284379999,32.0
1988.0,Residential,2 Storey & Basement,1988,Y,Y,Y,Y,486000,53.538204004099995,-113.2682635533,30.0
2004.0,Residential,2 Storey & Basement,1365,Y,Y,Y,Y,377000,53.544873988999996,-113.30019911469999,14.0
1985.0,Residential,2 Storey & Basement,1988,Y,Y,Y,Y,493000,53.5257038246,-113.2745629927,33.0
1986.0,Residential,2 Storey & Basement,2031,Y,Y,Y,Y,470000,53.526084504399996,-113.2732142873,32.0
1990.0,Residential,Split Level,1180,Y,Y,Y,N,395000,53.5371030975,-113.25232168040002,28.0
1973.0,Residential,1 Storey & Basement,1432,Y,Y,Y,Y,447000,53.5389397192,-113.27129184309999,45.0
1987.0,Residential,1 Storey & Basement,1399,Y,Y,Y,Y,409000,53.5409490027,-113.2660248734,31.0
1972.0,Residential,1 Storey & Basement,1179,Y,Y,Y,Y,398000,53.517458031800004,-113.2911290228,46.0
1972.0,Residential,1 Storey & Basement,1520,Y,Y,Y,Y,481000,53.5341970998,-113.28867019459999,46.0
1965.0,Residential,2 Storey & Basement,1403,Y,N,Y,Y,361000,53.5228272086,-113.2943658901,53.0
2004.0,Residential,2 Storey & Basement,1400,N,N,Y,N,335000,53.5452381637,-113.300069869,14.0
1972.0,Residential,1 Storey & Basement,1189,N,N,Y,N,326000,53.5282201002,-113.2772784018,46.0
2003.0,Residential,2 Storey & Basement,1400,Y,Y,Y,N,368000,53.5455442595,-113.2994498959,15.0
1986.0,Residential,2 Storey & Basement,2474,Y,Y,Y,Y,554000,53.539084635,-113.2667650656,32.0
1973.0,Residential,1 Storey & Basement,1285,Y,Y,Y,Y,395000,53.532779873900004,-113.27306498829999,45.0
1989.0,Residential,2 Storey & Basement,2268,Y,Y,Y,Y,545000,53.5384763016,-113.2677988541,29.0
1986.0,Residential,2 Storey & Basement,2412,Y,Y,Y,Y,526000,53.5392975762,-113.26496290850001,32.0
1973.0,Residential,1 Storey & Basement,1236,Y,N,Y,Y,369000,53.534618271499994,-113.2731795003,45.0
1970.0,Residential,1 Storey & Basement,1189,Y,N,Y,Y,358000,53.5158544449,-113.28890380540001,48.0
1988.0,Residential,1 Storey & Basement,1811,Y,Y,Y,Y,517000,53.5365835708,-113.26538324120001,30.0
2004.0,Residential,2 Storey & Basement,1465,Y,N,Y,Y,374000,53.545998101,-113.3001710066,14.0
1992.0,Residential,2 Storey & Basement,2782,Y,Y,Y,Y,822000,53.5052444422,-113.2848619561,26.0
1989.0,Residential,Split Level,1368,Y,Y,Y,N,450000,53.5242007825,-113.27821434190001,29.0
1990.0,Residential,2 Storey & Basement,2134,Y,Y,Y,Y,564000,53.5143387441,-113.2564954655,28.0
1990.0,Residential,1 Storey & Basement,1546,Y,Y,Y,Y,451000,53.534188489099996,-113.27008934790001,28.0
1986.0,Residential,2 Storey & Basement,1968,Y,Y,Y,Y,457000,53.5393498784,-113.26668881180001,32.0
1988.0,Residential,2 Storey & Basement,2597,Y,Y,Y,Y,534000,53.536197902299996,-113.26380065200001,30.0
1986.0,Residential,2 Storey & Basement,2853,Y,Y,Y,Y,614000,53.5404280635,-113.267291872,32.0
1973.0,Residential,1 Storey & Basement,1199,Y,Y,Y,Y,380000,53.5275175265,-113.2822607421,45.0
1989.0,Residential,2 Storey & Basement,2175,Y,Y,Y,N,492000,53.53985382,-113.2515152511,29.0
1991.0,Residential,2 Storey & Basement,2642,Y,Y,Y,N,642000,53.5376422535,-113.2693936665,27.0
1967.0,Residential,1 Storey & Basement,977,Y,N,Y,Y,412000,53.522624342,-113.2844204497,51.0
1990.0,Residential,1 Storey & Basement,1802,Y,Y,Y,Y,535000,53.5382591941,-113.2483622807,28.0
1972.0,Residential,1 Storey & Basement,1432,Y,Y,Y,Y,394000,53.5337035623,-113.2876791945,46.0
1972.0,Residential,1 Storey & Basement,1317,Y,N,Y,Y,396000,53.5359452433,-113.27888756639999,46.0
1972.0,Residential,Split Entry,1287,Y,Y,Y,Y,399000,53.52887777270001,-113.2814261661,46.0
1987.0,Residential,1 Storey & Basement,1780,Y,Y,Y,Y,475000,53.5398030488,-113.25231775350001,31.0
1985.0,Residential,2 Storey & Basement,2739,Y,Y,Y,Y,592000,53.5251730263,-113.2738660134,33.0
1972.0,Residential,1 Storey & Basement,1285,N,Y,Y,Y,364000,53.53076696,-113.2810167658,46.0
1970.0,Residential,1 Storey & Basement,1044,Y,Y,Y,Y,323000,53.516641681,-113.28937166360001,48.0
1998.0,Residential,2 Storey & Basement,1280,Y,Y,Y,Y,366000,53.5472261734,-113.29899297700001,20.0
1972.0,Residential,1 Storey & Basement,1218,Y,Y,Y,Y,330000,53.5353954646,-113.2816744733,46.0
1989.0,Residential,2 Storey & Basement,2151,Y,Y,Y,Y,513000,53.5392992227,-113.2644040942,29.0
1985.0,Residential,1 Storey & Basement,1392,Y,Y,Y,Y,405000,53.539228348900004,-113.25828939719999,33.0
1990.0,Residential,1 Storey & Basement,1526,Y,Y,Y,Y,454000,53.5348036291,-113.27043795520001,28.0
1972.0,Residential,Split Entry,1180,N,Y,Y,Y,340000,53.538203979399995,-113.28517164969999,46.0
1966.0,Residential,1 Storey & Basement,1560,N,N,Y,N,372000,53.523117374499996,-113.2874651236,52.0
1972.0,Residential,1 Storey & Basement,1257,Y,Y,Y,Y,391000,53.5317778354,-113.28114799,46.0
1987.0,Residential,2 Storey & Basement,2378,Y,Y,Y,Y,506000,53.5381473755,-113.25134172979999,31.0
1970.0,Residential,1 Storey & Basement,1051,Y,N,Y,Y,332000,53.514402692,-113.28943034379999,48.0
1991.0,Residential,1 Storey & Basement,2045,Y,Y,Y,Y,603000,53.5231173974,-113.2725940722,27.0
1988.0,Residential,Split Level,1229,Y,Y,Y,Y,375000,53.538423753500005,-113.2543744099,30.0
1974.0,Residential,2 Storey & Basement,1948,Y,Y,Y,Y,416000,53.528365894,-113.28788982969999,44.0
1989.0,Residential,2 Storey & Basement,2405,Y,Y,Y,N,526000,53.5386823274,-113.2534048726,29.0
1989.0,Residential,1 Storey & Basement,1550,Y,Y,Y,Y,459000,53.534188531800005,-113.2703607981,29.0
1989.0,Residential,Split Level & Crawl Space,1771,Y,Y,Y,Y,498000,53.538696306999995,-113.252039583,29.0
1989.0,Residential,1 Storey & Basement,1666,Y,Y,Y,Y,606000,53.5262244912,-113.27986296659999,29.0
1970.0,Residential,1 Storey & Basement,1044,Y,Y,Y,Y,360000,53.5162662215,-113.29046721879999,48.0
1972.0,Residential,1 Storey & Basement,1340,Y,Y,Y,Y,416000,53.5384713746,-113.2841445092,46.0
1985.0,Residential,Split Level & Crawl Space,1322,Y,Y,Y,Y,409000,53.53736990149999,-113.25827518450001,33.0
1990.0,Residential,2 Storey & Basement,2193,Y,Y,Y,N,494000,53.5257302579,-113.28021293719999,28.0
